Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss
20-03-2020,18.4,24.2,20.3,93,20.3,1
21-03-2020,18.8,27.8,22.5,83,19.3,2.2
22-03-2020,19.8,25.6,21.9,92,9.9,5.2
23-03-2020,20,25.4,21.1,93,11.3,2.9
24-03-2020,19,26.6,21.6,89,15.5,1
25-03-2020,19.1,25.7,21.8,94,55.5,4.6
26-03-2020,19.8,23.8,20.7,97,14.5,2.8
27-03-2020,19.8,25.3,21.7,92,42.1,1.8
28-03-2020,19.2,25.8,21.6,90,10.6,1.2
29-03-2020,19.8,27,22.3,89,4.8,3.2
30-03-2020,19.6,25.8,20.3,94,11.2,4.4
31-03-2020,19.1,27.2,21.8,86,41,2.8
01-04-2020,19.4,27,22.1,88,32,4.7
02-04-2020,19.2,26.4,22.2,87,2.5,5.3
03-04-2020,19.4,26.8,22.3,86,0.2,5.7
04-04-2020,20,26,22.2,86,10.33774296,4
05-04-2020,20.1,25.8,20.7,96,12.3,4
06-04-2020,19,24.3,20.7,94,26.2,0.3
07-04-2020,19.4,26.4,21.6,92,25.6,1.3
08-04-2020,19.4,26.8,22.4,84,9.2,3.9
09-04-2020,20.3,25.3,21.5,92,10.33774296,7.3
10-04-2020,19.6,27,21.8,89,1.8,1.6
11-04-2020,19.6,26.1,22.5,90,5.4,1.5
12-04-2020,19.6,26.4,22.2,88,3.2,2.5
13-04-2020,19,25.6,21.8,90,18,4.2
14-04-2020,19.5,26.5,21.9,86,15.5,3.7
15-04-2020,20,26.6,22.7,87,10.33774296,4.5
16-04-2020,20,26,22.5,89,2.4,4.5
17-04-2020,19,26.4,21.8,86,10.33774296,3.1
18-04-2020,18.7,25.8,21.3,88,26.2,3.8
19-04-2020,19.3,27,22.6,88,36.9,3
20-04-2020,19.8,26.7,22.5,87,18,5
21-04-2020,20,23.2,21.8,94,0.5,3.7
22-04-2020,19.4,27,22.9,84,4.5,0
23-04-2020,19.8,29,23.6,81,10.33774296,5.5
24-04-2020,20.6,26,22.3,86,10.33774296,8.7
25-04-2020,18.6,26,21.8,78,4.3,1.5
26-04-2020,18.9,26.2,22.1,87,10.33774296,1.5
27-04-2020,20,25.90331108,21.51795008,85.83150868,6.6,3.5
28-04-2020,19.2,24.2,21.1,92,13.5,0.9
29-04-2020,18.8,24.4,20.3,97,13.4,0.4
30-04-2020,19.4,23.6,21.2,96,50,2.4
01-05-2020,19.6,25,21.7,93,22.5,0
02-05-2020,19.6,25,21.5,94,16.3,0.5
03-05-2020,19,26.6,22.3,91,1.5,0
04-05-2020,19.4,26.4,22.6,84,0,3.6
05-05-2020,20,26.3,22.7,86,0,3
06-05-2020,19.6,26,22.3,89,13.5,3.1
07-05-2020,19.8,28.2,22.9,86,4.5,2.3
08-05-2020,19.5,27.4,22.6,88,10.33774296,6.3
09-05-2020,19,25,21.9,90,2.9,4.8
10-05-2020,20,25.4,21.8,92,10.33774296,0
11-05-2020,19.8,25.6,22.3,91,13.6,2.3
12-05-2020,19.6,27.6,22.5,88,6.5,0.8
13-05-2020,20.2,25.7,22.9,87,1,4.4
14-05-2020,19.2,27,22.1,85,0.1,1.1
15-05-2020,19,27.6,22.4,75,0.5,5.3
16-05-2020,19,29,23,76,0,8.2
17-05-2020,20,26.8,22.7,82,10.33774296,7.8
18-05-2020,20,24.6,20.9,94,15.2,4
19-05-2020,19,27.4,22.2,84,43.5,0.4
20-05-2020,19.2,27.8,21.5,92,13.6,4.1
21-05-2020,18.8,27.2,22.9,80,62.4,4.7
22-05-2020,20,27.8,23.2,87,10.33774296,1.8
23-05-2020,19.6,27,22.8,82,19,7.2
24-05-2020,18.4,29.2,22.4,82,10.33774296,5.4
25-05-2020,19.7,27.1,22.8,85,4.5,6
26-05-2020,19.7,26.9,22.4,88,7.1,4.5
27-05-2020,20,26.2,21.8,88,10.33774296,2.4
28-05-2020,19.4,27,22.4,87,30.7,5.2
29-05-2020,20,26.8,21.9,88,0,1.2
30-05-2020,18.6,26.2,21,90,42,2.4
31-05-2020,19.1,24.6,21.4,92,62.7,3.8
01-06-2020,19,26,21.4,89,4.1,2.6
02-06-2020,19.4,26.6,22.3,89,12.4,3
03-06-2020,19.6,27.6,22.4,82,8.2,3.7
04-06-2020,19.3,27.2,22.7,83,1,5.8
05-06-2020,18.3,25.5,21.3,88,10.33774296,5
06-06-2020,18.8,25.9,22.5,87,0.1,1.6
07-06-2020,19,25.8,21.6,90,0.2,1.3
08-06-2020,18.4,26.6,21.6,88,11.7,3.6
09-06-2020,19,24.8,21.4,88,10.33774296,4.5
10-06-2020,18.5,26.6,22,84,1.9,1
11-06-2020,19.2,25.6,22,90,0.1,6.9
12-06-2020,19.3,26.8,22.1,82,3.9,0.2
13-06-2020,18.7,25.6,21.5,87,0,6.6
14-06-2020,19.2,27.8,22.8,78,0.5,4.1
15-06-2020,19.4,26.2,22.7,88,10.33774296,7.2
16-06-2020,19.6,28,22.8,82,10.33774296,0.5
17-06-2020,19,28,23.2,79,10.33774296,6.4
18-06-2020,19.5,26,22.2,87,10.33774296,8
19-06-2020,19.4,24,21.2,94,5.8,3.9
20-06-2020,18.8,27.2,22.1,85,0,0
21-06-2020,18.4,26.6,21.8,76,10.33774296,5.4
22-06-2020,19.4,26,22,83,10.33774296,5
23-06-2020,18.7,27.6,22.2,81,32.5,2.6
24-06-2020,18,24.8,21.2,89,5.8,5.6
25-06-2020,18,26.2,21.8,80,10.33774296,5.6
26-06-2020,18.4,25.6,21.6,84,0,6.1
27-06-2020,18.4,25.4,21.6,85,10.33774296,4.1
28-06-2020,18.7,25,21.6,85,0.1,4.6
29-06-2020,19,26.4,22.2,84,10.33774296,3.1
30-06-2020,18.2,26.8,21.7,80,10.33774296,7.5
01-07-2020,18,26.6,21.6,82,0,6.6
02-07-2020,18.6,25,20.4,88,0,6.4
03-07-2020,19,26.8,21.6,82,10.33774296,2.3
04-07-2020,19.5,24.4,21.4,90,32.3,2
05-07-2020,17,26.8,21.4,74,10.33774296,0.1
06-07-2020,18,25.5,21.4,80,10.33774296,9.6
07-07-2020,19,26,21.5,84,2.4,3.3
08-07-2020,18.8,26,21.3,87,0,3.3
09-07-2020,17.6,24.8,20.5,81,23.6,5.2
10-07-2020,18.2,24.8,20.8,86,0,1.8
11-07-2020,18.2,26.1,22,86,10.33774296,3.1
12-07-2020,19.1,26,21.5,85,10.33774296,7.4
13-07-2020,18.6,25,21.4,88,1.2,4
14-07-2020,18.6,25,21.1,88,0,4
15-07-2020,18.8,24.8,21.8,85,10.33774296,3.3
16-07-2020,20.2,26.8,23,72,10.33774296,0
17-07-2020,18.6,25.6,21.7,84,10.33774296,3.7
18-07-2020,17.8,27.4,21.4,84,10.33774296,6.7
19-07-2020,18.2,27.2,21.8,84,0,7.3
20-07-2020,18.6,25.4,21.5,88,1.2,5.5
21-07-2020,18.3,26.9,21.8,86,0.5,5.6
22-07-2020,18.6,26,21.5,89,1.9,6
23-07-2020,18.3,25.6,22,84,10.33774296,5.4
24-07-2020,18.2,26.5,22,80,10.33774296,4.5
25-07-2020,18,25.6,21,81,0,6.7
26-07-2020,17.2,25.2,20.9,78,0,6.4
27-07-2020,16.9,26.2,20.9,78,10.33774296,5.5
28-07-2020,17,26.2,20.9,74,0,8.7
29-07-2020,17.4,26.2,21.3,77,10.33774296,7.6
30-07-2020,17.6,26,20.8,74,10.33774296,7.9
31-07-2020,16.2,24.7,19.8,73,0,8.2
01-08-2020,16,27.4,20.5,72,0,7.3
02-08-2020,16.2,26,20.8,83,0,9
03-08-2020,17.4,27.2,21.4,85,0.2,6.6
04-08-2020,18.2,25.7,21.7,85,0,5.1
05-08-2020,19,24.6,21.2,84,0,1.2
06-08-2020,18.8,26.2,21.8,82,0.7,2.4
07-08-2020,18.8,27.3,22.1,82,10.33774296,4.8
08-08-2020,18.8,26,21.9,84,0.6,6.5
09-08-2020,19,27.4,22.4,81,0,5
10-08-2020,18.7,27.1,21.8,83,0.4,6.6
11-08-2020,18.8,25.4,21.7,86,10.33774296,5.3
12-08-2020,19,25,21.8,86,2,3.4
13-08-2020,19.6,24,20.7,92,0.2,0.2
14-08-2020,18.7,24,20.8,94,30,1.1
15-08-2020,17.8,27.3,21.5,80,2.8,1.3
16-08-2020,17.8,26.6,21.9,84,10.33774296,7.3
17-08-2020,19,26.6,22,86,0,6
18-08-2020,18.4,26,20.7,88,0,5.9
19-08-2020,18,26.6,21.7,84,1.1,1.5
20-08-2020,18.6,25.6,22,82,0,6.6
21-08-2020,18,27.3,22.1,74,0,6.1
22-08-2020,17.7,27.6,22.3,73,0,9.4
23-08-2020,18.5,27,22.5,81,0,5.2
24-08-2020,18.4,27.7,21.4,82,0,6.4
25-08-2020,17.2,29.2,22.2,72,0,7.2
26-08-2020,17.1,28,21.4,76,0,9.7
27-08-2020,17.4,29,22.1,68,0,8.4
28-08-2020,17,28.2,21.6,75,0,9
29-08-2020,17.5,26.5,22.5,76,0,8.1
30-08-2020,18.8,27.8,22.5,81,0,6.5
31-08-2020,18.5,27.2,22,82,0,7.5
01-09-2020,17.6,28,22,79,0,6.5
02-09-2020,18.2,24.2,20.9,87,0,8.5
03-09-2020,19.2,27.8,22.5,85,10.33774296,2.5
04-09-2020,19.8,27.4,22.9,84,1.5,3.2
05-09-2020,19,27,21.8,87,0,6.6
06-09-2020,18.3,27.6,21.6,84,0,3.808420209
07-09-2020,17.8,27.6,22,82,0,7.2
08-09-2020,18,28.2,22.2,75,10.33774296,6.5
09-09-2020,19,29,23.3,76,0,7.4
10-09-2020,18.6,27,21.8,88,10.33774296,8.3
11-09-2020,18.2,27.1,21.5,85,0,5.2
12-09-2020,18,27.4,21.9,83,10.33774296,4.4
13-09-2020,18.6,25.8,21.3,84,0,5.5
14-09-2020,18.8,24.8,21.5,87,0.6,3.4
15-09-2020,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
16-09-2020,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
17-09-2020,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
18-09-2020,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
19-09-2020,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
20-09-2020,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
21-09-2020,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
22-09-2020,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
23-09-2020,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
24-09-2020,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
25-09-2020,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
26-09-2020,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
27-09-2020,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
28-09-2020,17.5,27.7,21.6,87,66,3.808420209
29-09-2020,18,25.8,21.4,84,0.3,7.3
30-09-2020,18.2,28.6,22.9,76,0,7.2
01-10-2020,19.8,28.2,22.8,81,10.33774296,8.5
02-10-2020,18.6,26.7,21.6,85,0,6.3
03-10-2020,19,25.4,21.2,89,10.33774296,3.808420209
04-10-2020,17.8,27,21.3,87,17.6,2
05-10-2020,18.4,25.4,21.2,85,7.5,7.6
06-10-2020,17,26.2,20.7,85,0,2.7
07-10-2020,18,26,22.1,83,0,6.7
08-10-2020,18.4,25.2,21,86,1.6,7.9
09-10-2020,18.8,24.7,20.8,93,3.5,3.6
10-10-2020,19,23.8,21.3,91,0.1,0.8
11-10-2020,19.2,25.6,22,84,25.7,0
12-10-2020,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
13-10-2020,18.6,26.2,21.7,84,0,4
14-10-2020,18.6,27.6,22.3,86,1.2,3.1
15-10-2020,18.6,27,21.9,84,0,7.1
16-10-2020,19.5,26.6,21.5,88,0.1,3.808420209
17-10-2020,18.6,24.6,21,85,28.2,2
18-10-2020,18,24.6,22.3,81,5.8,4
19-10-2020,17.8,24.6,20.7,86,10.8,1.9
20-10-2020,18.5,25.7,20.7,92,35,3.808420209
21-10-2020,19,25.6,21.3,88,6,4
22-10-2020,18.6,25.4,21.5,86,15.5,2
23-10-2020,19.8,26.2,22.2,88,2.2,2.7
24-10-2020,18.9,25.6,21,91,2.2,4.3
25-10-2020,18.1,24.8,20.9,93,54.7,3.2
26-10-2020,19,24.8,21,90,3.8,3.3
27-10-2020,18.5,23.8,20.9,92,20.6,1
28-10-2020,18.2,24.8,21,89,14.1,1
29-10-2020,18,28.6,22.2,82,7,3.1
30-10-2020,18.4,25,22.5,80,0,8.2
31-10-2020,19.2,25.6,21.3,88,13.4,1.5
01-11-2020,19,26.5,21.6,88,12.7,3.7
02-11-2020,18.6,25.8,21.6,88,10.9,3.5
03-11-2020,18,26,22.2,75,0,2.1
04-11-2020,19,25.8,21.9,83,0,6.2
05-11-2020,19.4,24.3,21.4,91,0,4.3
06-11-2020,20,26.3,22.4,85,2.5,0
07-11-2020,18.8,27,21.8,80,0,4.1
08-11-2020,18.4,24.3,20.1,90,1,4.2
09-11-2020,18,27.2,21.9,78,11.5,2.1
10-11-2020,18.6,26.2,21.6,90,0,7.8
11-11-2020,18.8,26.8,22.1,86,6.3,5.6
12-11-2020,19.6,27.6,22.8,85,26.4,6.4
13-11-2020,19.4,29.1,24.2,72,4.2,4.7
14-11-2020,19.4,27.2,22.9,79,0,8
15-11-2020,18.4,27,22.5,82,13.5,4.3
16-11-2020,20.3,29,23,81,0,5.6
17-11-2020,20,27,22.5,88,2.4,5.3
18-11-2020,19.5,27.1,22.1,90,10,5.4
19-11-2020,19.2,28.6,22.5,81,0,4.3
20-11-2020,20,28,23.3,84,1.1,8
21-11-2020,19.8,24,21.3,92,0,3.8
22-11-2020,19,24.6,21.1,91,14.2,0.5
23-11-2020,19.2,23.8,20.7,90,3.1,1.5
24-11-2020,18.7,26.4,21.1,90,22,0.2
25-11-2020,18.4,28.1,21.8,84,5.3,3
26-11-2020,17.8,28,21.4,81,6.1,7
27-11-2020,18.5,26.2,21.7,86,0,6.3
28-11-2020,18.4,26.4,21.4,80,1,2
29-11-2020,18.6,26.1,21.5,86,10.8,2.5
30-11-2020,19.4,26.1,21.3,89,0.7,3.2
01-12-2020,19,25.6,21.8,87,39.6,0.5
02-12-2020,19.6,26.9,22.7,82,4.4,2.4
03-12-2020,19.8,24.4,21.3,91,2.7,6
04-12-2020,19.9,24.5,21.4,91,6.9,0
05-12-2020,19.7,20.2,20,96,4.4,0.5
06-12-2020,19,20,19.3,99,56.9,0
07-12-2020,18.8,23.8,20.6,88,57.8,0
08-12-2020,18.6,25.5,21.8,80,2.2,0.3
09-12-2020,19.8,25.6,20.5,93,1.6,4
10-12-2020,19,22.2,20.2,94,6.8,0.1
11-12-2020,18.1,23.3,20.9,92,14.3,0
12-12-2020,19.2,23,20.2,94,15.6,0
13-12-2020,19.4,22.3,20.5,89,3.2,0
14-12-2020,18.8,24.2,21.1,92,2.2,0
15-12-2020,18.8,25.8,21.3,87,1.5,0.8
16-12-2020,19.3,26.3,22.1,86,3.3,0.8
17-12-2020,19,24,20.7,89,2.5,4.1
18-12-2020,19.5,25.1,21.6,82,2.8,1.2
19-12-2020,19.6,25.7,21.6,86,0.1,1.5
20-12-2020,18.5,25.8,21.5,82,10.33774296,1.5
21-12-2020,19.6,22.2,20.3,94,2.2,2.7
22-12-2020,18.67801939,23.2,20.5,93,29.9,0
23-12-2020,18.67801939,26.8,22.1,82,19.4,0.2
24-12-2020,18.67801939,25.1,21,90,10.33774296,5.5
25-12-2020,18.8,25.3,21.3,87,7.3,0.1
26-12-2020,19,27.5,21.5,86,4.4,1.6
27-12-2020,19.5,26,21.9,83,1.8,1.1
28-12-2020,19.1,25.2,22.1,81,10.33774296,2.6
29-12-2020,19.2,22.6,20.5,92,1.3,2
30-12-2020,19.2,23,20.9,86,17,0
31-12-2020,19.2,23.3,20.8,88,7.8,0
01-01-2021,18.6,24,20.4,89,1.3,0
02-01-2021,18.6,25,21.4,86,14,0.5
03-01-2021,18.8,26.6,21.9,79,21.6,1.5
04-01-2021,19,24.5,20.9,87,2,2.5
05-01-2021,18.8,24.6,20,93,8,0
06-01-2021,18.8,24.3,20.6,93,3.6,0
07-01-2021,19.2,24,21.1,88,23.8,0.5
08-01-2021,19.2,24.1,21.6,88,2.4,1.3
09-01-2021,19.2,24.2,20,93,3.2,0.8
10-01-2021,18.8,23.9,21.3,88,40.9,0.2
11-01-2021,18.67801939,23.5,21.1,90,2,0
12-01-2021,18.67801939,22.7,20.4,94,0,0.2
13-01-2021,18.8,24,20.7,89,21.7,0
14-01-2021,18.8,23,20.6,94,0.8,1.5
15-01-2021,18.8,24.6,21.1,88,6.8,0.1
16-01-2021,17.7,26.4,21.8,81,0,0.5
17-01-2021,18.67801939,25,20.6,86,0,1.5
18-01-2021,18.67801939,22,19.7,95,10.33774296,0.5
19-01-2021,17.4,19.4,18.3,98,70,0
20-01-2021,17.4,20.5,19.7,98,29.9,0
21-01-2021,19,21.4,20.2,98,12,0
22-01-2021,19,23.2,20.7,91,11.4,0
23-01-2021,19,25.2,21.3,81,0.3,0.1
24-01-2021,18.67801939,22.2,19.8,93,0,3.3
25-01-2021,18.6,24.9,21.2,88,20.1,0
26-01-2021,18.5,23.7,20.6,91,8.7,2.3
27-01-2021,18.67801939,22.8,20.7,86,2,2.2
28-01-2021,19.2,23.6,19.7,94,1.8,0
29-01-2021,18.8,23.7,19.6,94,45,0
30-01-2021,18.6,20.3,19.3,97,5.2,0
31-01-2021,19,20.5,19.5,98,25.5,0
01-02-2021,18.8,22.5,20.4,92,3.1,0
02-02-2021,19.3,22.4,20.5,96,3.3,1
03-02-2021,18.67801939,22.7,19.8,97,17.3,0.4
04-02-2021,19.2,21.5,19.5,98,13,0
05-02-2021,18.9,21.6,19.9,97,50.7,0.1
06-02-2021,19.2,21.2,20,97,57,0
07-02-2021,19.2,21.1,19.6,100,104.4,0.3
08-02-2021,19.3,22.2,20.5,96,124,0
09-02-2021,19,22.5,20.1,96,14.7,0
10-02-2021,19.5,22.6,20.8,93,4.8,0
11-02-2021,18.2,26.2,20.8,88,10.3,0
12-02-2021,19.1,25.5,21.5,86,0.8,6.6
13-02-2021,18.7,23.6,20.7,94,5.7,7.8
14-02-2021,19.4,23.9,21.4,93,0.3,1.9
15-02-2021,19,23.8,21.1,92,7,0.1
16-02-2021,19.4,23.7,20.6,96,7,1.3
17-02-2021,18.6,24.7,20.7,89,10.1,0.7
18-02-2021,18.8,25,20.9,87,0.9,1.8
19-02-2021,18.4,19.4,18.7,99,26,2.8
20-02-2021,18.2,20,19.4,98,59,0
21-02-2021,18.6,22.2,20.2,94,40.7,0
22-02-2021,18.8,25.4,21,91,0,0.5
23-02-2021,17.2,26.2,20.8,78,31.7,4.5
24-02-2021,17.6,23,20.8,90,5.2,6.9
25-02-2021,19,22.4,20,96,22.5,0.2
26-02-2021,17.8,23.4,20.7,90,66.2,0.1
27-02-2021,18.6,24.6,21.4,88,1.4,1.8
28-02-2021,19.2,27,22.5,78,0,1.7
01-03-2021,20,27.9,23.2,76,10.33774296,6.1
02-03-2021,20.1,24.7,21.9,88,10.33774296,6.4
03-03-2021,19.5,25.4,20.9,93,2.1,1.3
04-03-2021,18.6,26.5,21.6,89,36.5,4.2
05-03-2021,19.2,28,22.1,83,1.2,1.5
06-03-2021,18.5,25.2,20.9,86,2.5,5
07-03-2021,18.67801939,27,21,86,3.8,3.3
08-03-2021,18.6,24.6,20.8,90,2.2,3.8
09-03-2021,18.4,24.8,21.4,78,0.6,3.3
10-03-2021,18.5,23.6,21,88,0,1.5
11-03-2021,18.4,24.1,20.6,90,16.8,1
12-03-2021,18.4,24.6,21.1,88,0,5
13-03-2021,18.67801939,26,21.3,74,0.5,3.6
14-03-2021,18.1,27.1,21.6,77,10.33774296,5.5
15-03-2021,18.5,25.6,21.5,82,10.33774296,6.3
16-03-2021,19,26.1,20.8,84,19.1,2
17-03-2021,19,26.1,21.6,80,0.5,2.7
18-03-2021,18.9,25.1,21,92,10.6,4
19-03-2021,18.5,24.8,21.5,88,30.7,1.9
20-03-2021,18.4,25,21.3,84,0.6,2.7
21-03-2021,18.7,27.8,22.2,82,0,2.9
22-03-2021,19.4,26.4,22,80,10.33774296,5.9
23-03-2021,19,27.4,22,82,1,4.5
24-03-2021,19.4,25.6,22,83,10.33774296,5.4
25-03-2021,19.8,26.7,21.3,87,2.9,1.2
26-03-2021,18.4,28,22.3,84,21.3,4.6
27-03-2021,19,24.6,21.3,88,0,9.1
28-03-2021,19,28.2,22.4,88,30.7,2
29-03-2021,19.4,25.6,22.2,89,1,5.2
30-03-2021,20.2,25,21.8,90,0.1,2.9
31-03-2021,19.3,24.9,21.6,90,2.7,0.4
01-04-2021,19.5,24.6,21.3,84,48.5,2
02-04-2021,18.8,25,22.1,82,0.2,0.2
03-04-2021,19.3,23.4,20.6,89,21,1
04-04-2021,19.8,25.5,22.4,86,5.1,0
05-04-2021,19.2,24.2,21,85,4.1,2.3
06-04-2021,19.6,25.1,21.4,87,5.7,0.5
07-04-2021,19.6,24.1,20.5,92,0,1
08-04-2021,19.1,26,21.7,80,13,1.3
09-04-2021,19.2,25,22,85,1.9,8.1
10-04-2021,19.2,25.3,21.5,86,0.4,3.1
11-04-2021,19.6,26.7,20.9,91,10.33774296,4.5
12-04-2021,18,26.7,21.3,81,79.1,3.8
13-04-2021,18,25.6,21.2,89,7.8,4.6
14-04-2021,18.7,25.7,20.6,92,18.5,4
15-04-2021,18.9,24.1,20.1,91,23,3.8
16-04-2021,18.9,25.1,21.1,92,25.4,2.4
17-04-2021,18.9,25,21.5,92,12.2,3
18-04-2021,19.6,26.2,21.9,89,18.4,3.8
19-04-2021,18.7,25.3,21.3,92,21.2,1.2
20-04-2021,19,24.6,21.2,90,3.3,3.3
21-04-2021,18,26.8,21.7,80,3.6,3.8
22-04-2021,18.2,26.6,21.2,78,2.4,8.4
23-04-2021,18,27.4,21.5,79,0.2,7
24-04-2021,17.9,26.2,21.4,77,0,8.8
25-04-2021,18.3,26.3,22.1,77,0,5.6
26-04-2021,19.4,26.1,22.3,80,0,5.8
27-04-2021,19.4,27,22.8,83,10.33774296,5.8
28-04-2021,20.2,25.2,21.6,93,0.5,7.5
29-04-2021,18.6,26.2,21.7,87,42.7,1.9
30-04-2021,18.2,25.8,20.8,87,10.33774296,8.4
01-05-2021,18.9,28.7,22.4,85,8.8,4.8
02-05-2021,19.2,27.2,22.8,82,7.3,6.5
03-05-2021,19.3,27.9,22.7,82,0,6.7
04-05-2021,18.6,27,22.1,77,0,6
05-05-2021,19.2,25.9,21.5,92,0,6.6
06-05-2021,20.2,24.6,21.6,94,13.5,1.8
07-05-2021,18.7,26.6,22.1,91,1.8,1.8
08-05-2021,19.6,26.4,22.2,90,10.33774296,5.1
09-05-2021,20,27.3,22.3,85,1,2.8
10-05-2021,19.8,25.8,22.3,88,0.2,4.4
11-05-2021,19.3,29,23.1,76,0,4.5
12-05-2021,19.4,26.4,22.2,88,0,6
13-05-2021,19.6,28,22.4,82,10.33774296,3.2
14-05-2021,19.9,26.3,22.5,83,0,6.5
15-05-2021,19.6,26.8,22.6,82,0,2
16-05-2021,20,26.4,22.4,90,0.8,4.7
17-05-2021,20.4,26.8,22.7,89,14.6,2.7
18-05-2021,18.4,26.4,21.1,88,25.7,4.6
19-05-2021,18.4,26.9,22.4,87,0,1.6
20-05-2021,19.6,26.8,22.4,84,0,6.6
21-05-2021,19.8,26.4,22.3,87,10.33774296,6.2
22-05-2021,20.2,26,21.8,88,10.33774296,4.2
23-05-2021,19.4,26.6,22,87,5.9,2.3
24-05-2021,19.6,27.6,22.6,87,10.33774296,6.5
25-05-2021,19.6,26.4,22.9,82,11.3,6.1
26-05-2021,19,28.6,23.2,76,0,5.7
27-05-2021,19.8,29,24.4,72,0,9.1
28-05-2021,19.8,28.8,23.2,79,0,8.8
29-05-2021,20.2,24.4,21.2,94,3,7
30-05-2021,19.2,25.6,21.9,91,17.8,0.3
31-05-2021,19.8,26.5,22.4,90,3.6,3.7
01-06-2021,19.3,26.8,22.6,89,1.6,1.9
02-06-2021,19.6,26.8,21.8,89,0.3,3.1
03-06-2021,19.5,25.5,22.4,89,29.2,3.9
04-06-2021,20,26.8,22.7,90,0,3
05-06-2021,18.8,27,22.2,78,10.33774296,3.1
06-06-2021,19,26.9,22.3,84,0,7.9
07-06-2021,18.6,26.8,21.9,85,4,7
08-06-2021,18.6,27.4,22.4,83,0,6.3
09-06-2021,19.2,25.4,21.4,90,0.4,5.8
10-06-2021,19.6,25.4,21.8,92,0.1,2.8
11-06-2021,18.4,25.3,21.1,87,10.33774296,1.1
12-06-2021,18.5,27,21.8,88,25.8,3.6
13-06-2021,18.8,26.4,21.7,91,25.8,6.5
14-06-2021,18.8,25.7,21.5,82,10.33774296,5
15-06-2021,19.2,26.1,21.4,88,0,3.9
16-06-2021,18.3,28.2,22.5,80,4.3,1.5
17-06-2021,18.4,25.9,20.7,90,6,6.8
18-06-2021,19,25.3,21,90,6,0.8
19-06-2021,18.7,22.7,20.4,95,16.5,2.4
20-06-2021,18.4,24.6,19.9,94,0.5,0
21-06-2021,17.8,24.2,19.4,92,36.3,1.5
22-06-2021,17.8,25.3,20.6,88,28.1,2.2
23-06-2021,18.2,24,20.6,91,55.8,4
24-06-2021,18.4,23.4,20.5,93,0.2,0.3
25-06-2021,18,26.2,21.4,88,10.33774296,0
26-06-2021,18.5,26.2,21.4,88,1.4,4.3
27-06-2021,18.8,25.2,21.1,87,6,4.5
28-06-2021,18.2,25.4,21.2,88,4.9,5.2
29-06-2021,18.6,27.2,21.5,88,0,2.5
30-06-2021,18.4,24.5,21,91,4.4,5.7
01-07-2021,18.6,24,20.3,92,0.6,2.5
02-07-2021,17.8,28,22.6,80,16,0.4
03-07-2021,18,26.6,21.2,85,0,9.3
04-07-2021,17.8,26.6,21.5,80,0,8.1
05-07-2021,18,26.2,21.6,88,0,6.8
06-07-2021,17.6,26.5,21.5,76,0,6.8
07-07-2021,17.4,25.4,20.6,80,0,7
08-07-2021,17.5,27.3,21.6,73,0,5
09-07-2021,17.8,26.2,21.7,83,0,8.8
10-07-2021,18.8,25.7,21.9,85,2.6,3.3
11-07-2021,18.7,28.1,22.9,77,10.33774296,1.9
12-07-2021,19.7,28.6,23,71,0,5.9
13-07-2021,18.2,26.5,21.4,82,0,9.1
14-07-2021,18.1,25.4,21.1,75,0,4.3
15-07-2021,17.5,26.6,21.2,69,0,2
16-07-2021,17.2,27.1,21.1,76,0,6
17-07-2021,17.7,26.2,21.3,75,0,8.4
18-07-2021,17.8,26.7,21.9,74,0,5.2
19-07-2021,18.6,24.8,20.9,91,0,5.9
20-07-2021,18.4,24,20.7,90,4.2,2.3
21-07-2021,18.6,24.8,21.1,90,3.8,3.6
22-07-2021,18.6,25.2,21.4,91,1,3.4
23-07-2021,19.2,24.8,21.2,92,0,0.7
24-07-2021,18.7,23.6,20.9,92,23.5,1.1
25-07-2021,18.3,26.3,22,58,14.6,1.7
26-07-2021,16.2,27.2,21.3,66,0,9.2
27-07-2021,16.5,27.5,21.2,70,0,9.2
28-07-2021,17.2,26.6,21,77,0,9.3
29-07-2021,17,26.2,21.2,77,0,8.2
30-07-2021,17.6,27.7,21.9,78,10.33774296,7.5
31-07-2021,18.3,25.5,21.3,91,0,8
01-08-2021,18.6,24.8,20.6,93,27,2.1
02-08-2021,19.4,25.4,21.5,89,48.5,2.4
03-08-2021,18,25.3,20.9,87,0.3,3.4
04-08-2021,18.2,26,20.9,91,0.3,3.9
