Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss
29-10-2015,18,25.90331108,21.51795008,85.83150868,10.33774296,5.3
30-10-2015,19,25.90331108,21.51795008,85.83150868,10.33774296,7.4
31-10-2015,18.67801939,25.90331108,21.51795008,85.83150868,0.9,3.808420209
01-11-2015,19,25.90331108,22.1,83,0,7.6
02-11-2015,18,27.2,22.3,85.83150868,11.7,4.7
03-11-2015,20,26.3,22.2,89,1.7,5.7
04-11-2015,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
05-11-2015,19,25.90331108,21.51795008,85.83150868,10.33774296,3.7
06-11-2015,19,25.9,22.5,84,3.9,3.2
07-11-2015,21,24.2,20.8,91,10.33774296,3
08-11-2015,19,25.6,20.2,92,13.7,2
09-11-2015,18,25.6,20.4,91,50,3.808420209
10-11-2015,19,25.6,21.5,88,31.2,3.2
11-11-2015,19,25.8,21.4,85.83150868,17.1,3.6
12-11-2015,19,26.7,21.7,88,12,3.5
13-11-2015,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
14-11-2015,18,33.3,23.5,76,63.7,3.808420209
15-11-2015,19,27.6,21.8,86,10.33774296,7.9
16-11-2015,20,25.7,21.2,93,31.9,6.6
17-11-2015,19,25.5,22.2,89,86.6,2
18-11-2015,18.67801939,27.2,22.6,84,3.2,3.808420209
19-11-2015,20,26,21.51795008,85.83150868,5.6,5.6
20-11-2015,19,25.90331108,21.51795008,85.83150868,5,3.9
21-11-2015,20,25.4,21.9,90,6,5.3
22-11-2015,19,25.8,21.9,86,0.3,1.8
23-11-2015,20,29.2,23.6,76,30.8,5.5
24-11-2015,19,26.4,22,87,10.33774296,8
25-11-2015,21,26.1,21.6,85,44.6,4.5
26-11-2015,19,26.8,21.1,85.83150868,26.5,3.808420209
27-11-2015,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
28-11-2015,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
29-11-2015,20,25,22.4,88,10.1,7.6
30-11-2015,19,27.3,22.7,86,2.1,0
01-12-2015,20,26,22,89,3.2,5.1
02-12-2015,20,25.90331108,21.51795008,85.83150868,9.6,3.8
03-12-2015,20,26.6,22.4,88,6.3,6
04-12-2015,20,25.7,21.6,88,10.33774296,5.5
05-12-2015,18.67801939,24.6,21.4,92,3.1,3.808420209
06-12-2015,19,27.6,21.51795008,85.83150868,13,3.808420209
07-12-2015,19,25.3,21.51795008,85.83150868,15.9,2.6
08-12-2015,19,25.90331108,21.51795008,85.83150868,44.1,2.7
09-12-2015,19,26.6,21.8,88,16.5,0.2
10-12-2015,19,27.2,22.3,85,39,4.7
11-12-2015,19,25.90331108,21.3,91,9.1,4.8
12-12-2015,20,24.3,20.9,95,33.4,1.1
13-12-2015,20,25,21.5,93,24.5,0
14-12-2015,18.67801939,23.8,20.5,94,7.3,3.808420209
15-12-2015,19,25,21.51795008,85.83150868,11.8,3.808420209
16-12-2015,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
17-12-2015,18,21.2,19.8,94,42.8,0
18-12-2015,18,24.3,20.3,88,3.2,0
19-12-2015,19,22.7,20.7,96,16,0.7
20-12-2015,19,22.6,20.3,94,2.8,0.3
21-12-2015,18.67801939,21.5,19.7,92,39.9,3.808420209
22-12-2015,19,25.90331108,21.51795008,85.83150868,13.2,0
23-12-2015,18,27,21.9,79,0,3.6
24-12-2015,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
25-12-2015,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
26-12-2015,19,26.2,22.4,88,10.33774296,3.808420209
27-12-2015,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
28-12-2015,19,25.90331108,22.2,87,20.5,3.808420209
29-12-2015,20,25.90331108,21.51795008,85.83150868,0,3.2
30-12-2015,20,25,21.4,88,31.4,2
31-12-2015,20,22.6,21.2,96,2.4,2.2
01-01-2016,18.67801939,25.4,21.5,90,1.2,0.1
02-01-2016,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
03-01-2016,19,26.3,21.6,89,43.9,1.4
04-01-2016,18.67801939,25.4,22,90,8.7,3.808420209
05-01-2016,20,25,21,95,10.33774296,2.1
06-01-2016,19,28.6,22.3,84,33.2,1.8
07-01-2016,18,27.6,22.6,83,9,5.1
08-01-2016,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
09-01-2016,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
10-01-2016,18.67801939,25.9,21.4,92,4.8,3.808420209
11-01-2016,19,25.4,21.5,91,0,3.5
12-01-2016,20,25.6,21.6,92,13.8,2.9
13-01-2016,19,25.3,20.9,92,23.3,2.3
14-01-2016,19,25.90331108,21.51795008,85.83150868,45.5,2.7
15-01-2016,20,28.6,23.2,78,0,6.8
16-01-2016,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
17-01-2016,19,26.5,22.2,85,0,4.9
18-01-2016,21,25.2,22,91,0,4
19-01-2016,20,26,21.6,88,20.9,1
20-01-2016,19,25.90331108,21.51795008,85.83150868,21.6,3.3
21-01-2016,19,25,21.6,91,6.1,1
22-01-2016,19,24.4,21.4,91,2.3,2.4
23-01-2016,20,23,20.6,91,0.9,0.9
24-01-2016,20,24.4,21.8,88,3.4,0
25-01-2016,19,23.2,21.1,92,16.8,0.5
26-01-2016,20,25.90331108,21.51795008,85.83150868,0.8,0.1
27-01-2016,18.67801939,25.90331108,21.51795008,85.83150868,10.33774296,3.808420209
28-01-2016,19,26,22,85,0,3.808420209
29-01-2016,19,28.2,22.3,83,1,5.6
30-01-2016,19,26.6,22.1,88,5.4,6.8
31-01-2016,19,25,21.5,89,9.9,2.1
01-02-2016,20,23.7,21.1,94,13.1,0
02-02-2016,20,22.3,20.8,98,60.7,0
03-02-2016,18,25.2,21.4,88,74.4,3.808420209
04-02-2016,18,24.6,20.9,92,10.33774296,0.7
05-02-2016,19,27,21.8,92,10.2,3.808420209
06-02-2016,20,28.2,23.1,83,7.8,1.4
07-02-2016,20,24.7,21.9,91,0,7.1
08-02-2016,19,25.2,20.4,85.83150868,49.8,2.8
09-02-2016,19,24.4,21.1,95,40.6,1.4
10-02-2016,19,23.2,20.5,95,20.5,1.3
11-02-2016,19,23,21.1,95,64.9,0.3
12-02-2016,19,24.4,20.7,90,6.1,0
13-02-2016,19,25.90331108,22.6,84,5.7,0.5
14-02-2016,20,26.6,21.8,84,26.3,3.808420209
15-02-2016,19,27.6,21.9,85.83150868,0.6,4.2
16-02-2016,19,25.6,21.9,84,0.1,5.2
17-02-2016,20,27.2,21.6,88,4,4.5
18-02-2016,19,24.4,21.1,91,4,0.4
19-02-2016,19,26.4,22,90,6.4,1.9
20-02-2016,20,25.5,21.5,85.83150868,2.5,2.8
21-02-2016,18.67801939,22.8,20.9,96,26.9,3.808420209
22-02-2016,19,23.8,20.4,95,58.6,3.808420209
23-02-2016,19,26.6,21.4,85,42.5,1.5
24-02-2016,19,25.2,21.2,92,0.2,1.6
25-02-2016,19,25.4,20.8,92,13.6,2.7
26-02-2016,19,23.9,20.1,95,9.9,1
27-02-2016,18,23.5,20.1,94,16.3,0
28-02-2016,20,23.2,20.7,95,7,0.3
29-02-2016,20,22.6,20.5,98,9,0
01-03-2016,19,22.4,19.9,85.83150868,54.4,0
02-03-2016,20,25.90331108,20.4,98,21.9,0
03-03-2016,19,24.4,21.5,95,22,0
04-03-2016,19,24.4,21.1,93,14,1.7
05-03-2016,20,25.6,21,95,32.2,1.2
06-03-2016,20,27.1,22.2,85.83150868,32.1,1.2
07-03-2016,20,27.2,22.8,86,6.1,4.5
08-03-2016,19,27,21.7,88,40.4,8.3
09-03-2016,18.67801939,26,21.3,91,5.5,3.808420209
10-03-2016,20,25.4,22.4,90,29,3
11-03-2016,20,24.8,21.9,92,22.2,3.808420209
12-03-2016,19,26,21.6,85.83150868,32.6,0
13-03-2016,19,27.4,22.3,86,9.5,3.3
14-03-2016,20,26.2,22.4,92,19.4,5.1
15-03-2016,20,28.2,22.5,85.83150868,13.4,2.4
16-03-2016,20,25.90331108,22.7,81,0,6.4
17-03-2016,19,28.2,22.1,82,2.4,3.808420209
18-03-2016,20,27.6,22.9,91,43.1,7.5
19-03-2016,20,26.3,23,85,0,3.2
20-03-2016,21,27,23.4,87,0,0.8
21-03-2016,21,26.2,22.1,94,3.9,2.5
22-03-2016,20,25.7,21.6,91,1.2,2.5
23-03-2016,19,26.2,21.2,89,36.2,3.808420209
24-03-2016,19,27.8,22.7,83,6.9,5.4
25-03-2016,20,27,22,89,1.3,3.808420209
26-03-2016,20,26.1,21.7,94,14.4,3.3
27-03-2016,19,26.4,21.7,88,22.3,1.7
28-03-2016,19,26.6,21.7,91,10.33774296,5.2
29-03-2016,19,25.8,20.8,89,21.5,2.4
30-03-2016,19,23.7,21.4,91,45.3,3.1
31-03-2016,20,25.4,21.7,94,10.33774296,2.9
01-04-2016,20,26.7,21.6,90,1.1,1.7
02-04-2016,19,25.8,21.3,88,27.3,5.5
03-04-2016,19,26.6,21.9,88,51.7,5.4
04-04-2016,19,28.4,23,86,6.4,7
05-04-2016,20,26.4,22.1,92,3.5,6.7
06-04-2016,19,25.8,22.2,87,46.1,2.1
07-04-2016,20,27.5,22.6,86,18.4,3.7
08-04-2016,19,26.4,22.4,89,9.2,6.3
09-04-2016,19,26.9,21.7,90,4.4,3.808420209
10-04-2016,19,26,22.4,86,50.4,3.808420209
11-04-2016,20,28.1,22.4,84,10.33774296,1.3
12-04-2016,20,27.6,22.6,89,14.2,6.7
13-04-2016,20,26.6,22,89,10.33774296,3.808420209
14-04-2016,19,27.4,22.9,85,2,3.4
15-04-2016,20,27.6,22,92,1.7,2.8
16-04-2016,19,27.8,21.51795008,85.83150868,10.33774296,3.808420209
17-04-2016,19,28,23.3,85,1.4,7
18-04-2016,19,29,22.8,85,17,1.9
19-04-2016,20,27.4,21.9,92,9.5,6.2
20-04-2016,20,25.4,22.3,92,18.2,3.4
21-04-2016,21,26.2,22.4,90,17.8,1.5
22-04-2016,19,28,23.1,84,54.5,3.808420209
23-04-2016,19,28.8,24,80,1,7
24-04-2016,20,25.90331108,24,79,1.5,5.9
25-04-2016,22,25.6,22,88,10.33774296,3.808420209
26-04-2016,20,24.6,21.4,93,23.5,2.9
27-04-2016,20,26.1,21.5,92,3.1,0
28-04-2016,19,27,21.9,85,9.4,3.808420209
29-04-2016,19,25.7,21,94,47.7,3.7
30-04-2016,19,26.6,21.8,90,20.2,1.2
01-05-2016,19,27.5,22.6,82,28.8,3
02-05-2016,20,27.4,22.6,89,0,6
03-05-2016,20,28.8,24.1,78,19.5,4.7
04-05-2016,20,28.6,23.9,78,0.2,5.8
05-05-2016,20,26.3,22.9,83,10.33774296,9
06-05-2016,20,27.6,22.9,82,0,3.1
07-05-2016,20,25.8,22.1,86,10.33774296,3.808420209
08-05-2016,20,27,21.9,85.83150868,2.2,2.3
09-05-2016,20,26.7,21.7,87,4.7,4
10-05-2016,20,28.6,23.6,84,12.6,4.8
11-05-2016,20,26.7,22.6,87,10.33774296,7.5
12-05-2016,20,28,22.5,88,10.33774296,2.8
13-05-2016,20,27.4,22.9,89,42.2,1.8
14-05-2016,21,27.8,23.7,85,1.3,4.3
15-05-2016,21,25.90331108,23.7,82,0,2.6
16-05-2016,21,26,22.4,90,10,8
17-05-2016,20,25.4,21.8,92,0.7,1.3
18-05-2016,20,27.5,22.9,88,23.7,2.1
19-05-2016,20,26.6,22.9,88,0,6.8
20-05-2016,20,26.7,22.9,90,2.1,3.5
21-05-2016,21,26.4,21.6,93,17.7,4.8
22-05-2016,20,25.5,22,94,34.1,3.808420209
23-05-2016,20,26.4,22.5,89,14.7,2.2
24-05-2016,20,25.6,22,92,3.5,3.3
25-05-2016,20,27.1,22.6,89,4,3
26-05-2016,20,26.4,22.5,85.83150868,9,4.6
27-05-2016,18.67801939,25.90331108,21.51795008,85.83150868,0,3.7
28-05-2016,20,28.8,23.6,78,0.2,1.9
29-05-2016,20,26.2,22.4,81,10.33774296,8.5
30-05-2016,20,26.7,22.7,83,10.33774296,0.2
31-05-2016,20,27.3,23.3,81,0,5.4
01-06-2016,20,27.2,22.7,85,10.33774296,0.7
02-06-2016,20,27.4,22.7,85,0,5.7
03-06-2016,20,25.8,22.1,85,0.8,1.2
04-06-2016,20,27.8,22.8,78,0.1,4.8
05-06-2016,20,25.6,22.2,89,10.33774296,5.6
06-06-2016,18.67801939,25.8,21.5,86,0,3.808420209
07-06-2016,19,26.6,21.9,87,0,3
08-06-2016,19,25.8,20.9,92,38,4.4
09-06-2016,19,24.4,21.6,93,13,4.4
10-06-2016,20,25.90331108,23,82,5,0.8
11-06-2016,18,26.6,21.6,83,10.33774296,8.4
12-06-2016,19,26.4,22.3,85.83150868,0.2,6.2
13-06-2016,19,26.4,21.8,86,0,2.7
14-06-2016,19,25.90331108,21.7,84,0,3
15-06-2016,19,26.4,21.2,84,0,0.9
16-06-2016,19,27.2,23.2,82,0.2,3.7
17-06-2016,20,27.6,22.9,81,0,2.4
18-06-2016,19,22.8,20.5,92,80.5,6.6
19-06-2016,19,26.3,22.2,77,8.8,0
20-06-2016,19,25.90331108,21.8,83,10.33774296,0.3
21-06-2016,19,28.2,22.6,71,10.33774296,1.4
22-06-2016,19,28.3,22.5,78,0.2,9
23-06-2016,20,27.8,23.1,74,0,5
24-06-2016,19,26.8,22,74,0,7
25-06-2016,18,26.5,21.5,77,0,9.2
26-06-2016,19,25.3,21.3,89,0,6.9
27-06-2016,18,25.2,21,84,10.5,3.8
28-06-2016,18,25.90331108,21.7,74,10.33774296,3.6
29-06-2016,19,26,21.4,89,0,0
30-06-2016,19,27,22.2,84,44.4,2.5
01-07-2016,19,27.6,21.3,84,1.1,7.3
02-07-2016,19,27,22.7,82,1.1,5
03-07-2016,20,25.5,21,92,10.33774296,3.808420209
04-07-2016,20,26.4,21.9,87,55.8,2.6
05-07-2016,19,25.8,21.5,88,1,3.808420209
06-07-2016,19,26.8,22.1,88,1.5,3.3
07-07-2016,19,26,21.6,84,0,7.7
08-07-2016,19,26.2,21.5,87,0.4,3.808420209
09-07-2016,19,26,21.9,85,14.6,5.6
10-07-2016,15,25.90331108,21.5,91,10.33774296,5
11-07-2016,19,26.3,21.9,86,0,3.808420209
12-07-2016,20,25.4,21.7,89,10.6,6.7
13-07-2016,19,26.6,21.8,85,10.33774296,1.9
14-07-2016,19,26.3,22,90,0.6,5.7
15-07-2016,19,28,23.1,78,0,4.8
16-07-2016,19,25.6,21.2,89,0.7,7.6
17-07-2016,19,24.4,20.9,92,22.3,3.7
18-07-2016,19,25.5,20.8,91,12,3
19-07-2016,18,25.90331108,20.7,90,25.4,3.7
20-07-2016,18,25.90331108,21.51795008,85.83150868,26,4.6
21-07-2016,19,26.6,21.6,86,0,4.8
22-07-2016,19,23.6,19.7,91,16.8,7.4
23-07-2016,18,26,20.8,87,55.3,1.7
24-07-2016,18,26,21,88,2.5,3.9
25-07-2016,18,25.90331108,21.5,87,2.8,4
26-07-2016,18,26.4,21.7,74,0,6
27-07-2016,18,27.6,22.2,75,0,8.3
28-07-2016,18,25.4,21.4,83,0,9.5
29-07-2016,18,25.6,21.5,85.83150868,10.33774296,4.8
30-07-2016,19,25.6,20.9,85,1.1,4.6
31-07-2016,18,26.1,21.6,81,1,5.1
01-08-2016,19,25.90331108,22,86,0,5.8
02-08-2016,17,26.7,20.7,73,0.1,6.5
03-08-2016,17,26,20.6,76,0,8.5
04-08-2016,17,25.2,20.7,75,10.33774296,8
05-08-2016,17,26.4,20.9,79,0,7.3
06-08-2016,18,27.3,21.4,76,0,3.808420209
07-08-2016,18,25.7,21.4,83,0,8.8
08-08-2016,20,25.2,21.9,91,0.2,2.4
09-08-2016,19,27.3,22.1,78,6.8,1.4
10-08-2016,18,25.90331108,21.5,74,0.8,6.2
11-08-2016,18,25.5,21.6,88,0.2,6.7
12-08-2016,18,25.8,21.4,86,10.33774296,3.3
13-08-2016,19,23.6,21.2,95,11,3.8
14-08-2016,19,23.8,20.6,91,14,0
15-08-2016,19,24.6,21.2,91,7,0.1
16-08-2016,18,25.90331108,20.9,87,0,2.2
17-08-2016,18,27.2,21.6,84,0.5,3.808420209
18-08-2016,19,25.2,21.6,92,2.7,6.7
19-08-2016,19,27.4,21.5,86,1,1.5
20-08-2016,18,26.4,21.6,83,0,7.8
21-08-2016,18,26.8,21.5,82,3,3.808420209
22-08-2016,17,25.8,21,86,10.33774296,6.6
23-08-2016,18,26.8,21.5,86,0,5.8
24-08-2016,20,26.6,22,80,10.33774296,8.1
25-08-2016,17,25.4,20.4,85,0.8,6.4
26-08-2016,18,25.4,21.4,86,3.8,3.2
27-08-2016,19,26.8,21.7,86,10.33774296,5.2
28-08-2016,20,25.6,21.5,87,9.1,5.6
29-08-2016,20,24.6,22,91,10.33774296,3.808420209
30-08-2016,19,25.4,21.1,91,10,0.5
31-08-2016,18,25.6,21,90,11.6,1.8
01-09-2016,18,26.6,21.7,90,7.6,5.3
02-09-2016,19,25.8,21.5,92,6.5,5.5
03-09-2016,18,25.9,21.1,90,7.8,3.808420209
04-09-2016,18,26.8,22.1,87,45,4.6
05-09-2016,18.67801939,26.2,21.9,86,18.4,7
06-09-2016,18,26.7,21.6,86,0,3.4
07-09-2016,19,25.5,21.2,89,2.5,6
08-09-2016,18,25,20.8,91,22,4.1
09-09-2016,19,26.6,21.6,73,15.5,1.3
10-09-2016,19,25.4,21.6,87,10.33774296,3
11-09-2016,18,26,21.4,89,16.4,3.3
12-09-2016,18,26.6,21.2,86,10.33774296,3.808420209
13-09-2016,18,27,21.9,80,0.4,5.9
14-09-2016,19,25.6,21,87,10.33774296,9.1
15-09-2016,19,26.2,21.2,90,39.6,4.5
16-09-2016,18,25.6,21.4,87,10.33774296,3.808420209
17-09-2016,20,25.8,21.9,89,0.4,3.808420209
18-09-2016,19,24.8,21.1,94,0.1,1.9
19-09-2016,19,24.7,21.1,92,48.1,2.2
20-09-2016,19,26,22,89,20.7,1.5
21-09-2016,19,25.8,21.4,87,0.1,3.808420209
22-09-2016,20,25.2,22,90,7.2,1.2
23-09-2016,19,24.8,21,90,11,0.2
24-09-2016,19,26.2,21.5,90,0.4,2.5
25-09-2016,19,26.8,22,87,22.8,1.6
26-09-2016,19,26.7,22.5,79,22.7,2.2
27-09-2016,20,27,22.4,89,10.33774296,5.3
28-09-2016,19,25.4,22,85,26.4,3.808420209
29-09-2016,19,25.4,21.5,91,14.8,1
30-09-2016,19,24.2,20.9,93,9.5,2.1
01-10-2016,19,26.5,21.9,86,20.7,0.4
02-10-2016,19,26,21.4,87,0.5,7.3
03-10-2016,18,27,22.3,78,6.1,0.6
04-10-2016,18,24.4,20.6,92,0.8,2.7
05-10-2016,18,24.8,21,91,32.2,2.5
06-10-2016,19,25.2,21.1,93,5.8,2.5
07-10-2016,19,28,22.2,87,2.7,5.2
08-10-2016,20,23.4,20.6,95,32.7,8.1
09-10-2016,18.67801939,25,20.3,93,10.33774296,3.808420209
10-10-2016,18,23.2,20,97,18.9,1.4
11-10-2016,19,25,20.9,92,69,0.3
12-10-2016,20,25,22.4,87,1,1.1
13-10-2016,19,24.5,21.9,87,4.4,0.7
14-10-2016,19,25,21.7,90,10.33774296,0.5
15-10-2016,19,25.4,21,91,10.33774296,1.1
16-10-2016,18.67801939,28,23.5,61,10.33774296,2
17-10-2016,18,27.1,22.1,73,0,0
18-10-2016,20,25.6,21.9,90,0.6,6.2
19-10-2016,20,25.6,22.2,90,16.2,3.2
20-10-2016,19,25.6,22.1,83,0.4,3.5
21-10-2016,20,26,21.8,89,0.4,4.2
22-10-2016,18.67801939,25.9,21.8,89,18.4,3.808420209
23-10-2016,19,23,20.5,96,14.1,1.2
24-10-2016,19,25.4,22.1,86,12.3,0.1
25-10-2016,19,25.3,21.6,88,6.2,2.7
26-10-2016,19,26,21.2,87,14.9,6.3
27-10-2016,20,23.8,21.2,92,2.7,4.1
28-10-2016,19,23.3,20.3,93,16.6,1
29-10-2016,18,26.2,21,88,41.5,3.808420209
30-10-2016,19,24.4,20.7,89,9.6,3.9
31-10-2016,18,22.8,21.6,86,38,1.2
01-11-2016,19,25,21.5,90,2.5,5
02-11-2016,19,24.6,21.4,86,3.1,2.5
03-11-2016,19,24.6,21,92,2.4,2.2
04-11-2016,20,26.6,22.5,83,3.4,1.2
05-11-2016,19,26.6,22.4,84,0.4,2
06-11-2016,20,27,22,88,0.8,4
07-11-2016,19,26.8,22.7,89,78.4,3.8
08-11-2016,19,25.2,21.5,89,3.5,5.5
09-11-2016,18,25.4,21.3,88,41.3,2.8
10-11-2016,20,27.4,21.9,80,0.8,1.9
11-11-2016,19,26.4,21.4,88,16.7,4.3
12-11-2016,19,25.8,21.5,92,13.1,2.7
13-11-2016,19,25,21.6,95,2.3,1.6
14-11-2016,19,25,21.6,88,15.3,0.1
15-11-2016,19,25.4,21.9,86,2.4,0.7
16-11-2016,18,26.4,21.3,86,8.4,0.4
17-11-2016,19,25.90331108,22.2,89,14.9,3.1
18-11-2016,19,25.2,20.9,94,16.9,4.5
19-11-2016,19,26.6,21.9,89,15.4,2.3
20-11-2016,19,25,21.9,92,1.4,4.4
21-11-2016,19,24.2,21.2,94,11.9,2.5
22-11-2016,19,25,20.7,89,9.4,0.5
23-11-2016,19,27,21.6,88,12.5,2.5
24-11-2016,19,26.1,22.5,86,11,3.1
25-11-2016,20,24.1,21.2,89,1,3.4
26-11-2016,20,25.4,22,88,10.33774296,0.1
27-11-2016,19,26.6,22.4,87,17.5,2.6
28-11-2016,20,23.6,21.2,93,1.7,3.2
29-11-2016,19,24.5,21.8,90,1.2,0
30-11-2016,20,24.6,21.7,88,10.33774296,0
01-12-2016,19,26.2,21.9,84,3.6,0
02-12-2016,20,23.6,20.7,91,9,0.2
03-12-2016,20,25.1,23.2,74,12.5,0
04-12-2016,20,25.8,22.4,83,2.1,3.808420209
05-12-2016,19,24.8,21.1,88,13.1,1
06-12-2016,19,24.4,20.7,95,2.2,0.5
07-12-2016,19,23.7,21.1,93,0.1,0
08-12-2016,19,24.4,21.3,92,0.9,0.1
09-12-2016,19,25.1,21.3,82,6.3,3.808420209
10-12-2016,19,27.2,21.9,85,3.8,2.8
11-12-2016,19,25.2,20.9,86,3.1,5
12-12-2016,19,23.6,21,90,36,0.3
13-12-2016,19,24.6,21.4,87,0.8,0
14-12-2016,19,25.2,20.6,87,2.6,0.1
15-12-2016,18,26.2,21.9,81,17.1,1.2
16-12-2016,18.67801939,24.8,21.5,88,2.3,3.808420209
17-12-2016,20,23.6,21.1,85,10.33774296,1.9
18-12-2016,21,24.4,21.2,84,10.33774296,0.1
19-12-2016,19,22.5,20.7,92,2.4,2.3
20-12-2016,20,27.4,22.7,72,11.1,0
21-12-2016,19,25.6,22.5,72,0,8.2
22-12-2016,20,27.2,23,75,0.2,6.4
23-12-2016,20,27.8,23,78,0.4,7.5
24-12-2016,20,27.2,23.4,76,10.33774296,7.1
25-12-2016,19,24.6,20.9,88,10.33774296,2.6
26-12-2016,20,25.4,22.1,82,2.5,0.1
27-12-2016,19,26.7,21.9,80,10.33774296,0.7
28-12-2016,19,27.2,23.2,78,0.8,1.4
29-12-2016,19,24,21.3,88,0.1,3.2
30-12-2016,19,25.2,21.3,85,0.2,2.7
31-12-2016,19,25.90331108,21.4,86,9.3,1
01-01-2017,19,27.2,22.2,78,14.7,3.4
02-01-2017,19,26.1,21.6,82,2.1,6.3
03-01-2017,20,26.9,23.4,76,2.3,4.8
04-01-2017,18,24.6,20.9,87,14,2.2
05-01-2017,19,23.6,21.4,89,4.2,0.6
06-01-2017,17,26.3,21.3,87,30.6,0
07-01-2017,18,25,21.7,84,3.9,2.8
08-01-2017,19,25.2,21.7,85,0,1.7
09-01-2017,19,25.6,21.4,88,10.33774296,5.3
10-01-2017,20,24,21.4,92,4,2.1
11-01-2017,19,24.1,21.2,92,5,0
12-01-2017,19,26.2,21.2,91,20.9,0.8
13-01-2017,20,26.9,22.5,83,2,2.2
14-01-2017,20,23.2,20.5,88,3,1.8
15-01-2017,20,25.9,22.2,76,16.5,0
16-01-2017,19,22.4,20.4,89,1.7,2.1
17-01-2017,19,25.2,20.9,87,6.5,0
18-01-2017,19,23,20.7,89,5.4,2.7
19-01-2017,18,26.1,21.3,86,10.33774296,0.4
20-01-2017,19,27.3,22.5,76,10.33774296,7.1
21-01-2017,19,25.3,21.9,83,1.8,6.7
22-01-2017,19,25,20.5,88,7.1,3
23-01-2017,19,27.2,21.9,86,58.4,3.1
24-01-2017,19,25,20.8,91,1.1,5.1
25-01-2017,19,25.8,21.6,80,12.7,2.5
26-01-2017,19,23.8,21.1,80,10.33774296,1.7
27-01-2017,19,23.2,21.3,89,0,0
28-01-2017,19,22.4,20.4,92,7.7,0
29-01-2017,19,22,19.5,97,9.5,0.4
30-01-2017,18,22.8,20.1,92,19.3,0
31-01-2017,19,28,20.2,94,6.6,0
01-02-2017,18,21,19.4,94,51.5,0.2
02-02-2017,18,23,20.3,86,10.4,0
03-02-2017,19,23.6,20.5,85,1.4,0.1
04-02-2017,19,23.2,19.8,96,24.6,0
05-02-2017,19,26.2,21.8,82,28.2,0
06-02-2017,19,24.6,21.2,88,45.4,5.1
07-02-2017,19,23.6,20.9,84,3.3,0.4
08-02-2017,18,22,19.3,99,20.4,1.7
09-02-2017,18,19.3,19,98,50.4,0
10-02-2017,18,20.4,19.4,99,31.3,0
11-02-2017,18,20.2,19.2,99,39,0
12-02-2017,19,20.4,19.6,100,63.7,0
13-02-2017,19,21.5,20.2,95,34.8,0
14-02-2017,19,21.6,20.1,97,4.8,0
15-02-2017,19,21.8,19.6,98,36.3,0
16-02-2017,18,21.4,19.2,96,44,0
17-02-2017,18,23.2,20.5,96,27.5,0
18-02-2017,18,25,20.7,89,2,1.5
19-02-2017,18,24.6,20.6,96,0,1.1
20-02-2017,19,21.8,20.1,97,4.5,1.4
21-02-2017,19,23,20.3,92,32.2,0
22-02-2017,18,24.6,20.2,93,7,0
23-02-2017,18,26.8,21.3,88,28.8,3.4
24-02-2017,18,24.6,21.1,89,10,3
25-02-2017,19,25.2,20.4,91,38.2,2.6
26-02-2017,19,25.6,21.5,89,20,3.5
27-02-2017,19,24.8,20.5,92,11.4,4.6
28-02-2017,18,23.2,20.3,94,17.4,2.8
01-03-2017,19,25,21,94,0.9,1.5
02-03-2017,18,24,20.6,92,14,1.9
03-03-2017,19,25.2,21.1,91,2.1,2.3
04-03-2017,18,25,20.8,89,4.2,3
05-03-2017,18,27,21.7,85,21.3,4.9
06-03-2017,19,24.2,21.5,94,9,7
07-03-2017,19,23.7,20.6,91,21.9,0.9
08-03-2017,18,26.4,22.2,79,66.2,1.2
09-03-2017,18,27.4,21.9,77,21,5.6
10-03-2017,19,24.6,20.9,92,0.2,5.6
11-03-2017,19,26.2,21.1,85,11.4,2.3
12-03-2017,19,26.6,21.9,75,0.7,6.9
13-03-2017,20,28.2,23.3,70,1,4.7
14-03-2017,19,26,22.3,80,0,7.9
15-03-2017,19,25.6,21.4,86,0.3,1.2
16-03-2017,19,25.5,21.5,88,8.7,2.3
17-03-2017,19,27,21.8,86,0.1,4.3
18-03-2017,20,24.4,20.6,95,22.2,4.5
19-03-2017,19,27.8,21.9,78,16.7,0
20-03-2017,19,24.2,21.4,85,10.33774296,4
21-03-2017,19,24.9,21.6,84,7.3,0
22-03-2017,20,22.4,21.1,94,10.4,3.3
23-03-2017,20,24,21.7,93,11.3,0
24-03-2017,20,25.6,21.6,87,0.3,0
25-03-2017,20,25.8,22.1,88,18.2,5
26-03-2017,20,25.6,21.4,87,0,1.5
